sample_id,relative_path,sha256,split,label,language,code_switch,parent_group_id,source_name,source_license,rights_basis,speaker_pseudo_id,text_id,text_hash,duration_s,generator_family,generator_name,generator_version,voice_id,clone_consent_id,device,capture_route,original_sr,codec,augmentation_chain,augmentation_seed,created_at
ruasd_ru_v1_full:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000000/raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69.wav,c2bd649f676d1b0881fb390c2f60c363fcf8a6e6fc619b039795ed68b39c2fe7,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,ruasd_ru_v1_full:content:ruasd-000000:raw_fake_11labs_46eedf220e4f816a5f163fa3b465ed69,8c606ba1f004de3a6a3a08287bdb35e345d469246e9a919b5d99a331d2b33aae,5.146122448979592,tts,11labs,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,44100,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000132:raw_fake_voskTTS_70320b52a7fa2663eb1c0d0ff1f8bc88,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000132/raw_fake_voskTTS_70320b52a7fa2663eb1c0d0ff1f8bc88.wav,c11e8d555280309b4fc03bfe7712b649ace865eb668241401bb7f09a95af5b9e,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000132:raw_fake_voskTTS_70320b52a7fa2663eb1c0d0ff1f8bc88,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000132:raw_fake_voskTTS_70320b52a7fa2663eb1c0d0ff1f8bc88,ruasd_ru_v1_full:text:e3cd17a166c5adb4980a53409e2af61dda66a563d0865c0cb2455f40f51fccb5,e3cd17a166c5adb4980a53409e2af61dda66a563d0865c0cb2455f40f51fccb5,14.152562358276644,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000132:raw_fake_voskTTS_771f984381a1763c395bd6de7ffb6d8a,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000132/raw_fake_voskTTS_771f984381a1763c395bd6de7ffb6d8a.wav,413c0c7e0eb13df6c8e8cba7be8480fc0c8edaad199005fdde686bdbfc8ba4c2,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000132:raw_fake_voskTTS_771f984381a1763c395bd6de7ffb6d8a,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000132:raw_fake_voskTTS_771f984381a1763c395bd6de7ffb6d8a,ruasd_ru_v1_full:text:fca20393e39ef13be37750810e50e22009bf50e2ae45e267ba5dfabee72b7671,fca20393e39ef13be37750810e50e22009bf50e2ae45e267ba5dfabee72b7671,10.309659863945578,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000132:raw_fake_voskTTS_7875f2be9954b81e554d5d7d8dc8fff8,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000132/raw_fake_voskTTS_7875f2be9954b81e554d5d7d8dc8fff8.wav,b239bd45c5e4766d0b6261a3174afcbc1d05d8031b5385c64845773660e5f2cb,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000132:raw_fake_voskTTS_7875f2be9954b81e554d5d7d8dc8fff8,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000132:raw_fake_voskTTS_7875f2be9954b81e554d5d7d8dc8fff8,ruasd_ru_v1_full:text:23437bfbd76f27a2a6b15a0be1bb52446f24ca0fbe98dd6c9c980d9f7cfa943d,23437bfbd76f27a2a6b15a0be1bb52446f24ca0fbe98dd6c9c980d9f7cfa943d,9.752380952380953,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000132:raw_fake_voskTTS_8497e183bfa105a967d7c0cad97f28bd,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000132/raw_fake_voskTTS_8497e183bfa105a967d7c0cad97f28bd.wav,ba04b0c87dd0bd40b074c982653c71b11146735adc18808bd4822abda7f6d8b8,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000132:raw_fake_voskTTS_8497e183bfa105a967d7c0cad97f28bd,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000132:raw_fake_voskTTS_8497e183bfa105a967d7c0cad97f28bd,ruasd_ru_v1_full:text:1df5d0b858776db695c220c3ce749d255a1d495c2d578ba298dd529b7f080ff3,1df5d0b858776db695c220c3ce749d255a1d495c2d578ba298dd529b7f080ff3,9.613061224489796,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000132:raw_fake_voskTTS_8ce41e2d237a09581b85f520ea96222d,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000132/raw_fake_voskTTS_8ce41e2d237a09581b85f520ea96222d.wav,d2463b990cf2f31cbbc27f6afd456689b10b2acaf18803432d3b890c6424f4ba,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000132:raw_fake_voskTTS_8ce41e2d237a09581b85f520ea96222d,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000132:raw_fake_voskTTS_8ce41e2d237a09581b85f520ea96222d,ruasd_ru_v1_full:text:c6c992aec158a9651f2f49c58f77f54575aff65e6af63ce7554e648ba8490948,c6c992aec158a9651f2f49c58f77f54575aff65e6af63ce7554e648ba8490948,12.817414965986394,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000133:raw_fake_voskTTS_99484caf32e47b6731e0c7bd0178e372,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000133/raw_fake_voskTTS_99484caf32e47b6731e0c7bd0178e372.wav,9185c96628ed4ea22bb2c462f2fd2236c417d98da24a8ca9e05268dffc92399a,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000133:raw_fake_voskTTS_99484caf32e47b6731e0c7bd0178e372,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000133:raw_fake_voskTTS_99484caf32e47b6731e0c7bd0178e372,ruasd_ru_v1_full:text:30b615c780bab15b450aea270bc8d30ff34e36d56b0c6965c2f1fa9152cabb5d,30b615c780bab15b450aea270bc8d30ff34e36d56b0c6965c2f1fa9152cabb5d,10.843718820861678,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000133:raw_fake_voskTTS_a09fc5015cdf3d57c739df17d5e70140,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000133/raw_fake_voskTTS_a09fc5015cdf3d57c739df17d5e70140.wav,2e001ef9e08c445d46d660bd37fc92e4221d562869f71c772191ff1bf8da0b4a,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000133:raw_fake_voskTTS_a09fc5015cdf3d57c739df17d5e70140,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000133:raw_fake_voskTTS_a09fc5015cdf3d57c739df17d5e70140,ruasd_ru_v1_full:text:72ae223776fcb9ff9933170e2cc93c69fcb3e68d3e32deb52edc7beb91b9b5e4,72ae223776fcb9ff9933170e2cc93c69fcb3e68d3e32deb52edc7beb91b9b5e4,8.394013605442177,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000133:raw_fake_voskTTS_a423018433d6f2a28da6c00c4d48372b,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000133/raw_fake_voskTTS_a423018433d6f2a28da6c00c4d48372b.wav,4d6ef558c615bd0b25cdd71a6bf5fdce13e64f9b05afb3584c515a8fdc1673c5,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000133:raw_fake_voskTTS_a423018433d6f2a28da6c00c4d48372b,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000133:raw_fake_voskTTS_a423018433d6f2a28da6c00c4d48372b,ruasd_ru_v1_full:text:9f9f91c9537490cc1728d5611c51f8091085d73950e00a19095d851203c8ee6b,9f9f91c9537490cc1728d5611c51f8091085d73950e00a19095d851203c8ee6b,6.002358276643991,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000133:raw_fake_voskTTS_b5a7202bcf04d15ffe2b817ac4c96342,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000133/raw_fake_voskTTS_b5a7202bcf04d15ffe2b817ac4c96342.wav,23bd69221713606727521f4192436dbe3e0ef1ccdd5ea6d0d6719c2d539843a8,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000133:raw_fake_voskTTS_b5a7202bcf04d15ffe2b817ac4c96342,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000133:raw_fake_voskTTS_b5a7202bcf04d15ffe2b817ac4c96342,ruasd_ru_v1_full:content:ruasd-000133:raw_fake_voskTTS_b5a7202bcf04d15ffe2b817ac4c96342,e7adc6e3d9891145843f4dfc6c0ce16264e047350798f0a5fe5a286c47dffab1,17.890975056689342,tts,voskTTS,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000134:raw_fake_voskTTS_c4288ba232119a8c1e34826ba3482a14,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000134/raw_fake_voskTTS_c4288ba232119a8c1e34826ba3482a14.wav,b3e920661d38b5c3a304dc2cf7426237cb725f999f11efffbd5df027462a230e,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_c4288ba232119a8c1e34826ba3482a14,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_c4288ba232119a8c1e34826ba3482a14,ruasd_ru_v1_full:text:64fbb3a1c1099e297fce76a95df965a7d25326da479f4543792886831ead5833,64fbb3a1c1099e297fce76a95df965a7d25326da479f4543792886831ead5833,8.150204081632653,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000134:raw_fake_voskTTS_c88cfff3451f2ee79591d50ef7cb7c09,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000134/raw_fake_voskTTS_c88cfff3451f2ee79591d50ef7cb7c09.wav,baa4c284edd77b68e9c64814f8c3834c82e9fe84ae89b27982b1863db881eefd,test,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_c88cfff3451f2ee79591d50ef7cb7c09,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_c88cfff3451f2ee79591d50ef7cb7c09,ruasd_ru_v1_full:content:ruasd-000134:raw_fake_voskTTS_c88cfff3451f2ee79591d50ef7cb7c09,3ede0e9ec69bbf4c3b5fd7dc17591282dba84ed1e0c703541682cc102b28173a,19.098412698412698,tts,voskTTS,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000134:raw_fake_voskTTS_cbe9c0cb53a6cff06903ec382e5aa7c2,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000134/raw_fake_voskTTS_cbe9c0cb53a6cff06903ec382e5aa7c2.wav,8575385092f80f67a06cf33784ccb88aa7ad0317263773a6c3bedba077b8f34b,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_cbe9c0cb53a6cff06903ec382e5aa7c2,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_cbe9c0cb53a6cff06903ec382e5aa7c2,ruasd_ru_v1_full:content:ruasd-000134:raw_fake_voskTTS_cbe9c0cb53a6cff06903ec382e5aa7c2,d8c51ad4ed44c673241fb9fa81076d05943bd4440a3a611d157d1504b336fbd8,60.56925170068027,tts,voskTTS,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000134:raw_fake_voskTTS_ce07c04552fb340eb57c635c8c455bd8,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000134/raw_fake_voskTTS_ce07c04552fb340eb57c635c8c455bd8.wav,1ce85e2ed5a625f6576a606393664a70bc403a3c396b524e68e0509d1e695d2e,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_ce07c04552fb340eb57c635c8c455bd8,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_ce07c04552fb340eb57c635c8c455bd8,ruasd_ru_v1_full:content:ruasd-000134:raw_fake_voskTTS_ce07c04552fb340eb57c635c8c455bd8,238876a426d57d0128faf9c0e0c70f0a63862785cfc3ec11484c7317f3aa7d92,37.82530612244898,tts,voskTTS,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000134:raw_fake_voskTTS_d4f17eade5c4ec6c41d81e4c46273a47,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000134/raw_fake_voskTTS_d4f17eade5c4ec6c41d81e4c46273a47.wav,424c72acdeae870f1e830a224fdcc3a5588ad16287c9b68e02340df0fba7dd18,test,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_d4f17eade5c4ec6c41d81e4c46273a47,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_d4f17eade5c4ec6c41d81e4c46273a47,ruasd_ru_v1_full:content:ruasd-000134:raw_fake_voskTTS_d4f17eade5c4ec6c41d81e4c46273a47,3058b41398c15a3c1fd3437d3d436ca7138841cf3546678595a76ee247713128,16.904126984126986,tts,voskTTS,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000134:raw_fake_voskTTS_d791f479b138a6a3bafce9653c22d0df,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000134/raw_fake_voskTTS_d791f479b138a6a3bafce9653c22d0df.wav,4f1aca662d92f9dc8795408cd3951e785d88c51bd4d40630295f6016eb84b19e,test,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_d791f479b138a6a3bafce9653c22d0df,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_d791f479b138a6a3bafce9653c22d0df,ruasd_ru_v1_full:text:b3998ba2d03d7aa620ef69f5b2f20db06f435c64de3a5c44c74b0600a257dcbb,b3998ba2d03d7aa620ef69f5b2f20db06f435c64de3a5c44c74b0600a257dcbb,12.945124716553288,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000134:raw_fake_voskTTS_d7e9522531f4e590732b376e3e33c4b6,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000134/raw_fake_voskTTS_d7e9522531f4e590732b376e3e33c4b6.wav,4b3e914e137e5ec444104e81abfc809895858bab4777a40cfb3534edde17f6fb,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_d7e9522531f4e590732b376e3e33c4b6,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_d7e9522531f4e590732b376e3e33c4b6,ruasd_ru_v1_full:text:1e33cfc85f8e473f5a20fa975d91ff88adea8a974eb666a97137c590da31e132,1e33cfc85f8e473f5a20fa975d91ff88adea8a974eb666a97137c590da31e132,6.698956916099773,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000134:raw_fake_voskTTS_e46bbebdf4ea3dec2ae76df246edc513,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000134/raw_fake_voskTTS_e46bbebdf4ea3dec2ae76df246edc513.wav,aac25de8f23ce9184fae29cf3a84fc179b2b366d51ec28e2f6166b7da740245a,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_e46bbebdf4ea3dec2ae76df246edc513,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_e46bbebdf4ea3dec2ae76df246edc513,ruasd_ru_v1_full:text:697f1278d8a6635e25f32d1d1647e314bea852f4904bf1c2ae0de1a3b58d9b4f,697f1278d8a6635e25f32d1d1647e314bea852f4904bf1c2ae0de1a3b58d9b4f,12.016326530612245,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000134:raw_fake_voskTTS_e66e45f48039ffa021ac1c699871bba4,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000134/raw_fake_voskTTS_e66e45f48039ffa021ac1c699871bba4.wav,ca63b007ce1ec97eed981d9b37d6efc2bd34e341827373e0222fc7babe984c02,dev,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_e66e45f48039ffa021ac1c699871bba4,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_e66e45f48039ffa021ac1c699871bba4,ruasd_ru_v1_full:text:5c53c6f4c175faf1a8f8feb792315a27e4e635b0751af4939443be2613106a11,5c53c6f4c175faf1a8f8feb792315a27e4e635b0751af4939443be2613106a11,10.843718820861678,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000134:raw_fake_voskTTS_e7145b3ffbf949f98178d5c9c58d54b1,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000134/raw_fake_voskTTS_e7145b3ffbf949f98178d5c9c58d54b1.wav,f409ba2adbf3bfd9bf2e2a851ab62385c32badfb52d7a3259273d14183673bbc,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_e7145b3ffbf949f98178d5c9c58d54b1,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000134:raw_fake_voskTTS_e7145b3ffbf949f98178d5c9c58d54b1,ruasd_ru_v1_full:content:ruasd-000134:raw_fake_voskTTS_e7145b3ffbf949f98178d5c9c58d54b1,0d60389ef35fe9a421401a17e9779dae7e9a5761f4d730749eec993203f2c27c,33.85469387755102,tts,voskTTS,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000135:raw_fake_voskTTS_eb6fc7df2102d087a1c03e3b381ed365,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000135/raw_fake_voskTTS_eb6fc7df2102d087a1c03e3b381ed365.wav,3241846f703dc61b7dad1fd6136d976be8e1da8c0e70c162a74da4b4f343f3eb,dev,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000135:raw_fake_voskTTS_eb6fc7df2102d087a1c03e3b381ed365,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000135:raw_fake_voskTTS_eb6fc7df2102d087a1c03e3b381ed365,ruasd_ru_v1_full:text:51b477120883d2a28ea58d77a91d5d795bfc1fee3e7a234f4bcb653cf62bf386,51b477120883d2a28ea58d77a91d5d795bfc1fee3e7a234f4bcb653cf62bf386,8.02249433106576,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000135:raw_fake_voskTTS_f3d286137722c0b32960f56f4fa66ea1,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000135/raw_fake_voskTTS_f3d286137722c0b32960f56f4fa66ea1.wav,6572caaafaebf3c274f23c921546f450490b3954272dc21f43233c3cf8730ac8,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000135:raw_fake_voskTTS_f3d286137722c0b32960f56f4fa66ea1,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000135:raw_fake_voskTTS_f3d286137722c0b32960f56f4fa66ea1,ruasd_ru_v1_full:text:2e1e3adaa55ae44b310f1feef949c3bf528a368a5988430955cea2ee6507f6e2,2e1e3adaa55ae44b310f1feef949c3bf528a368a5988430955cea2ee6507f6e2,11.760907029478458,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000135:raw_fake_voskTTS_fc76e030b1b693a6f64a2197b726d43c,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000135/raw_fake_voskTTS_fc76e030b1b693a6f64a2197b726d43c.wav,d9d32ba26cff626482148a41b4a7c94ffb6d8a8d47ca412470d6c5b5627f3ef0,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000135:raw_fake_voskTTS_fc76e030b1b693a6f64a2197b726d43c,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000135:raw_fake_voskTTS_fc76e030b1b693a6f64a2197b726d43c,ruasd_ru_v1_full:text:b8db90292626ce8feaf35c9dedc202e4c8873d1b0c992d1d11038e80075aa78a,b8db90292626ce8feaf35c9dedc202e4c8873d1b0c992d1d11038e80075aa78a,9.822040816326531,tts,voskTTS,vosk-model-tts-ru-0.8-multi,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,22050,wav,,,2026-08-12T00:00:00Z
ruasd_ru_v1_full:ruasd-000135:raw_fake_xtts_ru_ipa_0409119b9cdfe030787bb7845ca108b5,raw/ruasd_ru_v1_full/slices/research-2000-v2/ruasd-000135/raw_fake_xtts_ru_ipa_0409119b9cdfe030787bb7845ca108b5.wav,bda2d7e1185274ea54ec9824c15a00d4f36cfce9b09d03a9f5d9b03c66dc5533,train,spoof,ru,unknown,ruasd_ru_v1_full:source-record:ruasd-000135:raw_fake_xtts_ru_ipa_0409119b9cdfe030787bb7845ca108b5,ruasd_ru_v1_full,CC-BY-NC-SA-4.0,RuASD full pinned release; CC-BY-NC-SA-4.0; personal research; raw binary subset; no verified speaker or spoof-voice groups,ruasd_ru_v1_full:source-record:ruasd-000135:raw_fake_xtts_ru_ipa_0409119b9cdfe030787bb7845ca108b5,ruasd_ru_v1_full:text:5afa25b45b55548963f7e39c8db821292b13f43ae1e602687fdd85dc2016ae4a,5afa25b45b55548963f7e39c8db821292b13f43ae1e602687fdd85dc2016ae4a,7.701333333333333,tts,xtts_ru_ipa,unspecified_by_source,ruasd_ru_v1_full:voice:unknown,,unknown,ruasd_source_audio,24000,wav,,,2026-08-12T00:00:00Z
